frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-23.122333526611328,-24.931346893310547,1.8090133666992188
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-26.349878311157227,-30.230022430419922,3.8801441192626953
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-26.21715545654297,-28.878814697265625,2.6616592407226562
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-25.379560470581055,-31.76933479309082,6.389774322509766
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-24.745716094970703,-31.135494232177734,6.389778137207031
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-23.478496551513672,-22.732908248901367,-0.7455883026123047
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-23.345775604248047,-21.38170051574707,-1.9640750885009766
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-29.605226516723633,-31.48016357421875,1.8749370574951172
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-28.6852970123291,-27.34484100341797,-1.3404560089111328
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-26.601533889770508,-31.57588005065918,4.974346160888672
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-24.0902156829834,-29.614919662475586,5.5247039794921875
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-23.005165100097656,-26.006473541259766,3.0013084411621094
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-24.540874481201172,-29.5964298248291,5.05555534362793
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-25.01815414428711,-28.65453338623047,3.6363792419433594
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-22.817441940307617,-26.693572998046875,3.876131057739258
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-23.55095672607422,-23.78489112854004,0.2339344024658203
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-23.953792572021484,-27.374847412109375,3.4210548400878906
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-25.19701385498047,-30.453475952148438,5.256462097167969
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-22.517913818359375,-29.535964965820312,7.0180511474609375
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-22.704566955566406,-23.313636779785156,0.60906982421875
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-19.891986846923828,-30.76645278930664,10.874465942382812
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-19.640827178955078,-26.10854721069336,6.467720031738281
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-21.938434600830078,-22.892044067382812,0.9536094665527344
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-26.917930603027344,-29.018964767456055,2.101034164428711
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-25.44514274597168,-24.36106300354004,-1.0840797424316406
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-21.523250579833984,-27.44721031188965,5.923959732055664
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-22.634098052978516,-18.44858169555664,-4.185516357421875
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-21.298145294189453,-25.131174087524414,3.833028793334961
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-20.30885887145996,-22.891525268554688,2.5826663970947266
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-22.483333587646484,-25.06585693359375,2.5825233459472656
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-25.164508819580078,-24.694995880126953,-0.469512939453125
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-23.67108154296875,-27.08091926574707,3.4098377227783203
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-23.28281593322754,-26.293846130371094,3.0110301971435547
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-25.07710838317871,-29.29741668701172,4.220308303833008
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-24.67782211303711,-26.128650665283203,1.4508285522460938
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-25.547744750976562,-24.01105499267578,-1.5366897583007812
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-24.50090789794922,-24.231021881103516,-0.2698860168457031
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-22.1821346282959,-24.209457397460938,2.027322769165039
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-22.712343215942383,-24.473758697509766,1.7614154815673828
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-21.570886611938477,-24.951810836791992,3.3809242248535156
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-21.176528930664062,-24.693681716918945,3.517152786254883
32,A,1,A boy heard the sound.,The sound was heard by a boy.,heard,Experiencer-theme,a boy,the sound,1,-21.963369369506836,-26.27831268310547,4.314943313598633
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-21.371261596679688,-24.367490768432617,2.9962291717529297
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-23.471546173095703,-24.67711639404297,1.2055702209472656
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-23.311132431030273,-25.299440383911133,1.9883079528808594
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-22.346302032470703,-26.388364791870117,4.042062759399414
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-20.6265811920166,-25.805700302124023,5.179119110107422
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-25.716203689575195,-27.250673294067383,1.5344696044921875
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-24.280162811279297,-27.623680114746094,3.343517303466797
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-26.460996627807617,-28.10173225402832,1.6407356262207031
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-22.639358520507812,-27.843605041503906,5.204246520996094
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-21.12238311767578,-26.57354736328125,5.451164245605469
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-22.4049015045166,-27.59250831604004,5.1876068115234375
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-25.176462173461914,-27.935108184814453,2.758646011352539
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-25.548593521118164,-29.590944290161133,4.042350769042969
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-22.00678062438965,-25.82795524597168,3.8211746215820312
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-21.966384887695312,-26.8469181060791,4.880533218383789
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-25.043455123901367,-24.26422882080078,-0.7792263031005859
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-25.41558837890625,-25.92006492614746,0.5044765472412109
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-23.463777542114258,-23.8940486907959,0.4302711486816406
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-24.757282257080078,-27.753210067749023,2.9959278106689453
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-27.93144989013672,-29.969236373901367,2.0377864837646484
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-22.96922492980957,-26.93938446044922,3.9701595306396484
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-24.308557510375977,-28.889118194580078,4.580560684204102
8,B,2,The tickets earned a lot of money.,A lot of money was earned by the tickets.,earned,Price,initiative,money,1,-22.891359329223633,-29.317899703979492,6.426540374755859
9,B,1,Your book cost thirty dollars.,Thirty dollars was cost by your book.,cost,Price,book,dollars,0,-24.571979522705078,-28.684890747070312,4.112911224365234
9,B,2,Your book fetched thirty dollars.,Thirty dollars was fetched by your book.,fetched,Price,book,dollars,1,-25.812660217285156,-30.634624481201172,4.821964263916016
10,B,1,His actions earned the medal.,The medal was earned by his actions.,earned,Price,actions,medal,1,-22.70284080505371,-25.604434967041016,2.9015941619873047
11,B,2,My friend discharged confidence.,Confidence was discharged by my friend.,discharged,Ooze,friend,confidence,1,-22.968969345092773,-22.781070709228516,-0.1878986358642578
11,B,1,My friend emitted confidence.,Confidence was emitted by my friend.,emitted,Ooze,friend,confidence,1,-22.836244583129883,-21.42986297607422,-1.406381607055664
12,B,2,The lightbulb emanated some light.,Some light was emanated by the lightbulb.,emanated,Ooze,lightbulb,light,0,-27.137083053588867,-33.014137268066406,5.877054214477539
12,B,1,The lightbulb radiated some light.,Some light was radiated by the lightbulb.,radiated,Ooze,lightbulb,light,0,-26.50324249267578,-32.38029861450195,5.877056121826172
13,B,2,That machine discharged a sound.,A sound was discharged by that machine.,discharged,Ooze,machine,sound,1,-24.59235382080078,-28.985219955444336,4.392866134643555
13,B,1,That machine emitted a sound.,A sound was emitted by that machine.,emitted,Ooze,machine,sound,1,-22.973896026611328,-27.63401222229004,4.660116195678711
14,B,2,The teacher emanated wisdom.,Wisdom was emanated by the teacher.,emanated,Ooze,teacher,wisdom,0,-24.265701293945312,-25.517024993896484,1.2513236999511719
14,B,1,The teacher radiated wisdom.,Wisdom was radiated by the teacher.,radiated,Ooze,teacher,wisdom,0,-23.631858825683594,-24.8831844329834,1.2513256072998047
15,B,2,The trash discharged an odor.,An odor was discharged by the trash.,discharged,Ooze,trash,odor,1,-28.818021774291992,-28.696048736572266,-0.12197303771972656
15,B,1,The trash radiated an odor.,An odor was radiated by the trash.,radiated,Ooze,trash,odor,0,-28.971385955810547,-30.846324920654297,1.87493896484375
16,B,2,Your drawing matched her likeness.,Her likeness was matched by the drawing.,matched,Estimation,drawing,likeness,1,-25.281187057495117,-27.068410873413086,1.7872238159179688
16,B,1,Your drawing resembled her likeness.,Her likeness was resembled by the drawing.,resembled,Estimation,drawing,likeness,0,-25.684022903442383,-30.658369064331055,4.974346160888672
17,B,2,Your friend approximated my brother.,My brother was approximated by your friend.,approximated,Estimation,friend,brother,1,-25.458385467529297,-30.513940811157227,5.05555534362793
17,B,1,Your friend mirrored my brother.,My brother was mirrored by your friend.,mirrored,Estimation,friend,brother,1,-24.399642944335938,-28.552980422973633,4.153337478637695
18,B,2,The character matched the author.,The author was matched by the character.,matched,Estimation,author,character,1,-22.065515518188477,-24.147066116333008,2.0815505981445312
18,B,1,The character resembled the author.,The author was resembled by the character.,resembled,Estimation,author,character,0,-22.339054107666016,-27.737022399902344,5.397968292236328
19,B,2,Her son approximated her father.,Her father was approximated by her son.,approximated,Estimation,son,father,1,-24.87130355834961,-28.2923583984375,3.4210548400878906
19,B,1,Her son mirrored her father.,Her father was mirrored by her son.,mirrored,Estimation,son,father,1,-22.359981536865234,-26.331398010253906,3.971416473388672
20,B,2,The copy matched the original.,The original was matched by the copy.,matched,Estimation,copy,original,1,-22.244375228881836,-25.946008682250977,3.7016334533691406
20,B,1,The copy mirrored the original.,The original was mirrored by the copy.,mirrored,Estimation,copy,original,1,-22.99630355834961,-28.492515563964844,5.496212005615234
21,B,2,The journey lasted three days.,Three days were lasted by the journey.,lasted,Duration,journey,days,0,-21.809486389160156,-27.416019439697266,5.606533050537109
21,B,1,The journey took three days.,Three days were taken by the journey.,took,Duration,journey,days,0,-20.545276641845703,-22.84264373779297,2.2973670959472656
22,B,2,My meeting required two hours.,Two hours was required by my meeting.,required,Duration,meeting,hours,1,-21.843379974365234,-27.04405975341797,5.200679779052734
23,B,1,The interview lasted some time.,Some time was lasted by the interview.,lasted,Duration,interview,time,0,-22.838775634765625,-26.614437103271484,3.7756614685058594
23,B,2,The interview took some time.,Some time was taken by the interview.,took,Duration,interview,time,0,-20.211647033691406,-21.956533432006836,1.7448863983154297
24,B,1,Her speech required seventeen minutes.,Seventeen minutes was required by her speech.,required,Duration,speech,minutes,1,-26.520465850830078,-25.296573638916016,-1.2238922119140625
25,B,2,His trek lasted a month.,A month was lasted by his trek.,lasted,Duration,trek,month,0,-21.96869659423828,-31.16960334777832,9.200906753540039
25,B,1,His trek took a month.,A month was taken by his trek.,took,Duration,trek,month,0,-20.314903259277344,-26.511701583862305,6.196798324584961
26,B,2,A boy hit my bag.,My bag was hit by a boy.,hit,Agent-patient,a boy,my bag,1,-23.566198348999023,-23.99067497253418,0.42447662353515625
26,B,1,A monkey hit the toy.,The toy was hit by a monkey.,hit,Agent-patient,a monkey,the toy,1,-21.836511611938477,-26.117298126220703,4.280786514282227
27,B,2,A boy pushed the cup.,The cup was pushed by a boy.,pushed,Agent-patient,a boy,the cup,1,-20.862350463867188,-25.08938217163086,4.227031707763672
27,B,1,A child pushed the bag.,The bag was pushed by a child.,pushed,Agent-patient,a child,the bag,1,-21.97649383544922,-24.302309036254883,2.325815200805664
27,B,2,Your sister pushed your friend.,Your friend was pushed by your sister.,pushed,Agent-patient,your sister,your friend,1,-23.96019172668457,-26.422143936157227,2.4619522094726562
28,B,1,My brother washed my plate.,My plate was washed by my brother.,washed,Agent-patient,my brother,my plate,1,-25.864429473876953,-28.80413055419922,2.9397010803222656
28,B,2,Your mother washed my toy.,My toy was washed by your mother.,washed,Agent-patient,your mother,my toy,1,-26.73435401916504,-27.898218154907227,1.1638641357421875
29,B,1,A boy dropped the cup.,The cup was dropped by a boy.,dropped,Agent-patient,a boy,the cup,1,-22.44670867919922,-24.405441284179688,1.9587326049804688
29,B,2,A child dropped the bag.,The bag was dropped by a child.,dropped,Agent-patient,a child,the bag,1,-22.058443069458008,-23.61836814880371,1.5599250793457031
29,B,1,Your sister dropped a book.,A book was dropped by your sister.,dropped,Agent-patient,your sister,a book,1,-21.593929290771484,-25.049406051635742,3.455476760864258
30,B,2,My brother carried your friend.,Your friend was carried by my brother.,carried,Agent-patient,my brother,your friend,1,-23.322790145874023,-24.59817123413086,1.275381088256836
30,B,1,The dog carried the toy.,The toy was carried by the dog.,carried,Agent-patient,the dog,the toy,1,-22.35762596130371,-23.64961814880371,1.2919921875
30,B,2,The donkey carried the load.,The load was carried by the donkey.,carried,Agent-patient,the donkey,the load,1,-24.126144409179688,-27.308130264282227,3.181985855102539
31,B,1,A boy saw my bag.,My bag was seen by a boy.,saw,Experiencer-theme,a boy,my bag,1,-22.419273376464844,-24.106609344482422,1.6873359680175781
31,B,2,The child saw a monkey.,A monkey was seen by the child.,saw,Experiencer-theme,the child,a monkey,1,-23.441753387451172,-24.52606201171875,1.0843086242675781
32,B,1,My brother heard your friend.,Your friend was heard by my brother.,heard,Experiencer-theme,my brother,your friend,1,-23.554847717285156,-26.082752227783203,2.527904510498047
32,B,2,Your dog heard the toy.,The toy was heard by your dog.,heard,Experiencer-theme,your dog,the toy,1,-22.185503005981445,-26.560800552368164,4.375297546386719
32,B,1,Your sister heard a squeak.,A squeak was heard by your sister.,heard,Experiencer-theme,your sister,a squeak,1,-26.47441291809082,-29.466203689575195,2.991790771484375
33,B,2,A boy knew my mother.,My mother was known by a boy.,knew,Experiencer-theme,a boy,my mother,1,-21.68268585205078,-23.746980667114258,2.0642948150634766
33,B,1,The mother knew the dog.,The dog was known by the mother.,knew,Experiencer-theme,the mother,the dog,1,-21.989410400390625,-23.24327850341797,1.2538681030273438
34,B,2,My brother liked your friend.,Your friend was liked by my brother.,liked,Experiencer-theme,my brother,your friend,1,-23.390281677246094,-27.198368072509766,3.808086395263672
34,B,1,Your dog liked the toy.,The toy was liked by your dog.,liked,Experiencer-theme,your dog,the toy,1,-22.307538986206055,-27.676420211791992,5.3688812255859375
34,B,2,Your sister liked a book.,A book was liked by your sister.,liked,Experiencer-theme,your sister,a book,1,-23.450979232788086,-27.418292999267578,3.967313766479492
35,B,1,A boy remembered the game.,The game was remembered by a boy.,remembered,Experiencer-theme,a boy,the game,1,-21.54998016357422,-26.23101234436035,4.681032180786133
35,B,2,The child remembered the rules.,The rules were remembered by the child.,remembered,Experiencer-theme,the child,the rules,1,-22.416698455810547,-25.726320266723633,3.309621810913086
