frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-31.69091033935547,-64.88639068603516,33.19548034667969
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-34.34371566772461,-60.563724517822266,26.220008850097656
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-37.61489486694336,-43.8755989074707,6.260704040527344
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-28.833763122558594,-34.468650817871094,5.6348876953125
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-27.893587112426758,-36.581024169921875,8.687437057495117
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-27.188804626464844,-28.191696166992188,1.0028915405273438
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-30.007259368896484,-33.33671569824219,3.329456329345703
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-36.378623962402344,-35.2490348815918,-1.1295890808105469
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-33.51963806152344,-41.89927673339844,8.379638671875
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-32.83189392089844,-39.43717575073242,6.605281829833984
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-31.388259887695312,-48.4883918762207,17.10013198852539
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-30.705142974853516,-35.45124435424805,4.746101379394531
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-36.245338439941406,-35.53190994262695,-0.7134284973144531
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-34.12691879272461,-31.502574920654297,-2.6243438720703125
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-30.088035583496094,-37.85426330566406,7.766227722167969
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-29.201568603515625,-34.57184600830078,5.370277404785156
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-34.05497741699219,-39.767696380615234,5.712718963623047
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-33.1215705871582,-38.25966262817383,5.138092041015625
32,A,1,A boy heard the sound.,The sound was heard by a boy.,heard,Experiencer-theme,a boy,the sound,1,-23.96339225769043,-32.30474853515625,8.34135627746582
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-34.343780517578125,-34.738990783691406,0.39521026611328125
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-27.63817596435547,-34.84989547729492,7.211719512939453
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-36.78611755371094,-39.4275016784668,2.6413841247558594
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-31.883708953857422,-31.973522186279297,0.089813232421875
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-28.210054397583008,-32.103416442871094,3.893362045288086
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-34.49180603027344,-41.56414794921875,7.0723419189453125
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-31.257761001586914,-35.929317474365234,4.67155647277832
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-40.03084182739258,-43.053062438964844,3.0222206115722656
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-32.68307113647461,-40.704803466796875,8.021732330322266
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-32.7889404296875,-38.225372314453125,5.436431884765625
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-41.639617919921875,-45.26377868652344,3.6241607666015625
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-41.57008361816406,-42.09794235229492,0.5278587341308594
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-46.20808410644531,-42.405818939208984,-3.802265167236328
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-28.66706657409668,-32.603450775146484,3.9363842010498047
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-33.52836990356445,-37.56653594970703,4.038166046142578
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-34.71335983276367,-33.10673522949219,-1.6066246032714844
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-35.76841354370117,-33.97157287597656,-1.7968406677246094
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-37.575443267822266,-34.24306106567383,-3.3323822021484375
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-41.60977554321289,-39.31313705444336,-2.2966384887695312
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-45.074310302734375,-47.912391662597656,2.8380813598632812
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-26.792800903320312,-49.22552490234375,22.432723999023438
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-43.0356559753418,-45.88507080078125,2.849414825439453
8,B,2,The tickets earned a lot of money.,A lot of money was earned by the tickets.,earned,Price,initiative,money,1,-29.75619125366211,-35.727569580078125,5.971378326416016
9,B,1,Your book cost thirty dollars.,Thirty dollars was cost by your book.,cost,Price,book,dollars,0,-32.68815231323242,-43.44765090942383,10.759498596191406
9,B,2,Your book fetched thirty dollars.,Thirty dollars was fetched by your book.,fetched,Price,book,dollars,1,-43.4254035949707,-42.662227630615234,-0.7631759643554688
10,B,1,His actions earned the medal.,The medal was earned by his actions.,earned,Price,actions,medal,1,-29.751060485839844,-35.416419982910156,5.6653594970703125
11,B,2,My friend discharged confidence.,Confidence was discharged by my friend.,discharged,Ooze,friend,confidence,1,-34.609893798828125,-37.64173889160156,3.0318450927734375
11,B,1,My friend emitted confidence.,Confidence was emitted by my friend.,emitted,Ooze,friend,confidence,1,-36.57244110107422,-40.719398498535156,4.1469573974609375
12,B,2,The lightbulb emanated some light.,Some light was emanated by the lightbulb.,emanated,Ooze,lightbulb,light,0,-54.39997863769531,-45.385223388671875,-9.014755249023438
12,B,1,The lightbulb radiated some light.,Some light was radiated by the lightbulb.,radiated,Ooze,lightbulb,light,0,-39.51692199707031,-43.4642219543457,3.9472999572753906
13,B,2,That machine discharged a sound.,A sound was discharged by that machine.,discharged,Ooze,machine,sound,1,-43.03017044067383,-44.15494918823242,1.1247787475585938
13,B,1,That machine emitted a sound.,A sound was emitted by that machine.,emitted,Ooze,machine,sound,1,-36.43721389770508,-39.15476989746094,2.7175559997558594
14,B,2,The teacher emanated wisdom.,Wisdom was emanated by the teacher.,emanated,Ooze,teacher,wisdom,0,-40.859195709228516,-54.917991638183594,14.058795928955078
14,B,1,The teacher radiated wisdom.,Wisdom was radiated by the teacher.,radiated,Ooze,teacher,wisdom,0,-31.704879760742188,-52.550384521484375,20.845504760742188
15,B,2,The trash discharged an odor.,An odor was discharged by the trash.,discharged,Ooze,trash,odor,1,-43.03923797607422,-44.41416931152344,1.3749313354492188
15,B,1,The trash radiated an odor.,An odor was radiated by the trash.,radiated,Ooze,trash,odor,0,-40.58148956298828,-47.21889114379883,6.637401580810547
16,B,2,Your drawing matched her likeness.,Her likeness was matched by the drawing.,matched,Estimation,drawing,likeness,1,-41.5164680480957,-43.62952423095703,2.113056182861328
16,B,1,Your drawing resembled her likeness.,Her likeness was resembled by the drawing.,resembled,Estimation,drawing,likeness,0,-40.03689193725586,-53.97970962524414,13.942817687988281
17,B,2,Your friend approximated my brother.,My brother was approximated by your friend.,approximated,Estimation,friend,brother,1,-37.60895538330078,-41.62955856323242,4.020603179931641
17,B,1,Your friend mirrored my brother.,My brother was mirrored by your friend.,mirrored,Estimation,friend,brother,1,-33.5992546081543,-41.7052001953125,8.105945587158203
18,B,2,The character matched the author.,The author was matched by the character.,matched,Estimation,author,character,1,-36.02753448486328,-39.79201126098633,3.764476776123047
18,B,1,The character resembled the author.,The author was resembled by the character.,resembled,Estimation,author,character,0,-34.087528228759766,-47.313926696777344,13.226398468017578
19,B,2,Her son approximated her father.,Her father was approximated by her son.,approximated,Estimation,son,father,1,-37.51201629638672,-38.21894073486328,0.7069244384765625
19,B,1,Her son mirrored her father.,Her father was mirrored by her son.,mirrored,Estimation,son,father,1,-34.320465087890625,-38.892982482910156,4.572517395019531
20,B,2,The copy matched the original.,The original was matched by the copy.,matched,Estimation,copy,original,1,-34.957855224609375,-39.82660675048828,4.868751525878906
20,B,1,The copy mirrored the original.,The original was mirrored by the copy.,mirrored,Estimation,copy,original,1,-40.29585647583008,-45.02623748779297,4.730381011962891
21,B,2,The journey lasted three days.,Three days were lasted by the journey.,lasted,Duration,journey,days,0,-23.91948127746582,-37.11289978027344,13.193418502807617
21,B,1,The journey took three days.,Three days were taken by the journey.,took,Duration,journey,days,0,-25.17897605895996,-31.761943817138672,6.582967758178711
22,B,2,My meeting required two hours.,Two hours was required by my meeting.,required,Duration,meeting,hours,1,-30.490156173706055,-45.25667953491211,14.766523361206055
23,B,1,The interview lasted some time.,Some time was lasted by the interview.,lasted,Duration,interview,time,0,-24.685462951660156,-44.53096008300781,19.845497131347656
23,B,2,The interview took some time.,Some time was taken by the interview.,took,Duration,interview,time,0,-23.429872512817383,-38.62897872924805,15.199106216430664
24,B,1,Her speech required seventeen minutes.,Seventeen minutes was required by her speech.,required,Duration,speech,minutes,1,-35.49964904785156,-62.25914764404297,26.759498596191406
25,B,2,His trek lasted a month.,A month was lasted by his trek.,lasted,Duration,trek,month,0,-29.910503387451172,-51.02171325683594,21.111209869384766
25,B,1,His trek took a month.,A month was taken by his trek.,took,Duration,trek,month,0,-30.548736572265625,-43.846927642822266,13.29819107055664
26,B,2,A boy hit my bag.,My bag was hit by a boy.,hit,Agent-patient,a boy,my bag,1,-31.077180862426758,-33.15560531616211,2.0784244537353516
26,B,1,A monkey hit the toy.,The toy was hit by a monkey.,hit,Agent-patient,a monkey,the toy,1,-36.75395965576172,-36.92496109008789,0.17100143432617188
27,B,2,A boy pushed the cup.,The cup was pushed by a boy.,pushed,Agent-patient,a boy,the cup,1,-31.966997146606445,-38.15872573852539,6.191728591918945
27,B,1,A child pushed the bag.,The bag was pushed by a child.,pushed,Agent-patient,a child,the bag,1,-31.237668991088867,-36.4748420715332,5.237173080444336
27,B,2,Your sister pushed your friend.,Your friend was pushed by your sister.,pushed,Agent-patient,your sister,your friend,1,-31.986433029174805,-35.99262237548828,4.006189346313477
28,B,1,My brother washed my plate.,My plate was washed by my brother.,washed,Agent-patient,my brother,my plate,1,-31.196332931518555,-39.57130813598633,8.374975204467773
28,B,2,Your mother washed my toy.,My toy was washed by your mother.,washed,Agent-patient,your mother,my toy,1,-38.94528579711914,-42.552555084228516,3.607269287109375
29,B,1,A boy dropped the cup.,The cup was dropped by a boy.,dropped,Agent-patient,a boy,the cup,1,-32.587303161621094,-36.51107406616211,3.9237709045410156
29,B,2,A child dropped the bag.,The bag was dropped by a child.,dropped,Agent-patient,a child,the bag,1,-31.762683868408203,-34.64463424682617,2.8819503784179688
29,B,1,Your sister dropped a book.,A book was dropped by your sister.,dropped,Agent-patient,your sister,a book,1,-33.6948356628418,-38.35531234741211,4.6604766845703125
30,B,2,My brother carried your friend.,Your friend was carried by my brother.,carried,Agent-patient,my brother,your friend,1,-33.72089767456055,-34.77659225463867,1.055694580078125
30,B,1,The dog carried the toy.,The toy was carried by the dog.,carried,Agent-patient,the dog,the toy,1,-31.536998748779297,-35.88055419921875,4.343555450439453
30,B,2,The donkey carried the load.,The load was carried by the donkey.,carried,Agent-patient,the donkey,the load,1,-35.6186408996582,-39.348392486572266,3.7297515869140625
31,B,1,A boy saw my bag.,My bag was seen by a boy.,saw,Experiencer-theme,a boy,my bag,1,-33.38446044921875,-34.99155044555664,1.6070899963378906
31,B,2,The child saw a monkey.,A monkey was seen by the child.,saw,Experiencer-theme,the child,a monkey,1,-33.43006134033203,-37.0872802734375,3.6572189331054688
32,B,1,My brother heard your friend.,Your friend was heard by my brother.,heard,Experiencer-theme,my brother,your friend,1,-29.18071746826172,-33.517822265625,4.337104797363281
32,B,2,Your dog heard the toy.,The toy was heard by your dog.,heard,Experiencer-theme,your dog,the toy,1,-33.42512893676758,-41.91273498535156,8.487606048583984
32,B,1,Your sister heard a squeak.,A squeak was heard by your sister.,heard,Experiencer-theme,your sister,a squeak,1,-31.05057716369629,-42.014671325683594,10.964094161987305
33,B,2,A boy knew my mother.,My mother was known by a boy.,knew,Experiencer-theme,a boy,my mother,1,-29.969675064086914,-30.192419052124023,0.22274398803710938
33,B,1,The mother knew the dog.,The dog was known by the mother.,knew,Experiencer-theme,the mother,the dog,1,-30.237455368041992,-32.42058563232422,2.1831302642822266
34,B,2,My brother liked your friend.,Your friend was liked by my brother.,liked,Experiencer-theme,my brother,your friend,1,-30.254802703857422,-34.08477783203125,3.829975128173828
34,B,1,Your dog liked the toy.,The toy was liked by your dog.,liked,Experiencer-theme,your dog,the toy,1,-34.92013931274414,-39.66585922241211,4.745719909667969
34,B,2,Your sister liked a book.,A book was liked by your sister.,liked,Experiencer-theme,your sister,a book,1,-33.84821701049805,-36.438941955566406,2.5907249450683594
35,B,1,A boy remembered the game.,The game was remembered by a boy.,remembered,Experiencer-theme,a boy,the game,1,-30.77737045288086,-35.7908935546875,5.013523101806641
35,B,2,The child remembered the rules.,The rules were remembered by the child.,remembered,Experiencer-theme,the child,the rules,1,-35.80940246582031,-39.58439254760742,3.7749900817871094
