frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-24.24370574951172,-38.65301513671875,14.409309387207031
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-33.849510192871094,-38.99659729003906,5.147087097167969
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-31.76902961730957,-37.788551330566406,6.019521713256836
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-31.739017486572266,-45.40861511230469,13.669597625732422
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-36.43046569824219,-46.34446334838867,9.913997650146484
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-32.801658630371094,-40.07828140258789,7.276622772216797
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-27.097116470336914,-33.76771926879883,6.670602798461914
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-38.35210037231445,-47.611732482910156,9.259632110595703
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-31.772512435913086,-39.14036560058594,7.367853164672852
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-39.69057083129883,-43.165985107421875,3.475414276123047
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-40.50714111328125,-42.698760986328125,2.191619873046875
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-37.88935089111328,-46.214595794677734,8.325244903564453
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-35.370479583740234,-45.82407760620117,10.453598022460938
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-43.776878356933594,-42.23257064819336,-1.5443077087402344
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-41.74170684814453,-37.66123580932617,-4.080471038818359
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-47.16895294189453,-42.118370056152344,-5.0505828857421875
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-43.437950134277344,-37.25493621826172,-6.183013916015625
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-28.459014892578125,-36.6856575012207,8.226642608642578
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-29.127445220947266,-37.764732360839844,8.637287139892578
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-38.34181213378906,-46.17917251586914,7.837360382080078
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-33.462486267089844,-40.16465759277344,6.702171325683594
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-27.372953414916992,-27.25637435913086,-0.11657905578613281
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-26.25448226928711,-29.83659553527832,3.582113265991211
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-34.928932189941406,-49.1683235168457,14.239391326904297
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-32.880252838134766,-45.29813766479492,12.417884826660156
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-27.028461456298828,-34.558204650878906,7.529743194580078
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-24.42104148864746,-53.09852981567383,28.677488327026367
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-25.81692123413086,-43.40947341918945,17.592552185058594
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-30.073728561401367,-34.88136291503906,4.807634353637695
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-26.71395492553711,-56.557952880859375,29.843997955322266
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-30.84661102294922,-49.507999420166016,18.661388397216797
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-35.29362106323242,-45.17920684814453,9.88558578491211
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-31.139930725097656,-30.3142147064209,-0.8257160186767578
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-25.722911834716797,-37.84987258911133,12.126960754394531
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-26.886432647705078,-31.313926696777344,4.427494049072266
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-27.22269630432129,-35.42134094238281,8.198644638061523
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-37.65409469604492,-37.312652587890625,-0.3414421081542969
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-33.07070541381836,-35.455848693847656,2.385143280029297
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-32.130672454833984,-34.05800247192383,1.9273300170898438
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-32.97707748413086,-37.73388671875,4.756809234619141
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-30.764646530151367,-33.23951721191406,2.4748706817626953
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-36.259220123291016,-35.702266693115234,-0.5569534301757812
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-32.804012298583984,-31.830368041992188,-0.9736442565917969
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-25.457965850830078,-34.92569351196289,9.467727661132812
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-25.804367065429688,-31.504335403442383,5.699968338012695
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-28.766944885253906,-40.26536560058594,11.498420715332031
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-28.094070434570312,-42.176509857177734,14.082439422607422
32,A,1,A boy heard the sound.,The sound was heard by a boy.,heard,Experiencer-theme,a boy,the sound,1,-26.240564346313477,-31.56293296813965,5.322368621826172
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-29.97422981262207,-40.77799987792969,10.803770065307617
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-28.626750946044922,-32.12705612182617,3.50030517578125
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-28.459142684936523,-37.6192626953125,9.160120010375977
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-25.800613403320312,-32.917301177978516,7.116687774658203
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-28.072397232055664,-32.79947280883789,4.727075576782227
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-36.160865783691406,-34.58467483520508,-1.5761909484863281
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-29.497289657592773,-32.7201042175293,3.2228145599365234
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-37.49388885498047,-43.70541000366211,6.211521148681641
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-32.86404800415039,-43.977867126464844,11.113819122314453
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-31.475540161132812,-38.11543273925781,6.639892578125
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-31.582077026367188,-42.77970504760742,11.197628021240234
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-37.348697662353516,-40.58097457885742,3.2322769165039062
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-44.008358001708984,-47.35907745361328,3.350719451904297
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-28.8131103515625,-31.196208953857422,2.383098602294922
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-27.726932525634766,-32.18794250488281,4.461009979248047
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-34.236873626708984,-32.92357635498047,-1.3132972717285156
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-42.1382942199707,-32.783634185791016,-9.354660034179688
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-34.831642150878906,-27.961196899414062,-6.870445251464844
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-41.56352233886719,-33.502628326416016,-8.060894012451172
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-42.702335357666016,-43.57331848144531,0.8709831237792969
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-25.5462646484375,-41.95714569091797,16.41088104248047
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-35.640132904052734,-41.71503448486328,6.074901580810547
8,B,2,The tickets earned a lot of money.,A lot of money was earned by the tickets.,earned,Price,initiative,money,1,-33.04515075683594,-34.25843048095703,1.2132797241210938
9,B,1,Your book cost thirty dollars.,Thirty dollars was cost by your book.,cost,Price,book,dollars,0,-29.23537826538086,-40.3744010925293,11.139022827148438
9,B,2,Your book fetched thirty dollars.,Thirty dollars was fetched by your book.,fetched,Price,book,dollars,1,-36.106117248535156,-44.46560287475586,8.359485626220703
10,B,1,His actions earned the medal.,The medal was earned by his actions.,earned,Price,actions,medal,1,-30.725004196166992,-35.354129791259766,4.629125595092773
11,B,2,My friend discharged confidence.,Confidence was discharged by my friend.,discharged,Ooze,friend,confidence,1,-31.65343475341797,-39.78923797607422,8.13580322265625
11,B,1,My friend emitted confidence.,Confidence was emitted by my friend.,emitted,Ooze,friend,confidence,1,-33.79813003540039,-38.21245574951172,4.414325714111328
12,B,2,The lightbulb emanated some light.,Some light was emanated by the lightbulb.,emanated,Ooze,lightbulb,light,0,-40.943878173828125,-47.056068420410156,6.112190246582031
12,B,1,The lightbulb radiated some light.,Some light was radiated by the lightbulb.,radiated,Ooze,lightbulb,light,0,-40.427799224853516,-41.26689529418945,0.8390960693359375
13,B,2,That machine discharged a sound.,A sound was discharged by that machine.,discharged,Ooze,machine,sound,1,-42.609806060791016,-43.60429763793945,0.9944915771484375
13,B,1,That machine emitted a sound.,A sound was emitted by that machine.,emitted,Ooze,machine,sound,1,-32.305484771728516,-36.77168655395508,4.4662017822265625
14,B,2,The teacher emanated wisdom.,Wisdom was emanated by the teacher.,emanated,Ooze,teacher,wisdom,0,-36.557228088378906,-48.15787887573242,11.600650787353516
14,B,1,The teacher radiated wisdom.,Wisdom was radiated by the teacher.,radiated,Ooze,teacher,wisdom,0,-35.74732208251953,-45.718631744384766,9.971309661865234
15,B,2,The trash discharged an odor.,An odor was discharged by the trash.,discharged,Ooze,trash,odor,1,-41.12982940673828,-44.56375503540039,3.4339256286621094
15,B,1,The trash radiated an odor.,An odor was radiated by the trash.,radiated,Ooze,trash,odor,0,-44.24131393432617,-39.2392578125,-5.002056121826172
16,B,2,Your drawing matched her likeness.,Her likeness was matched by the drawing.,matched,Estimation,drawing,likeness,1,-39.79454040527344,-35.84128189086914,-3.953258514404297
16,B,1,Your drawing resembled her likeness.,Her likeness was resembled by the drawing.,resembled,Estimation,drawing,likeness,0,-45.8890266418457,-42.107078552246094,-3.7819480895996094
17,B,2,Your friend approximated my brother.,My brother was approximated by your friend.,approximated,Estimation,friend,brother,1,-34.484275817871094,-43.41999816894531,8.935722351074219
17,B,1,Your friend mirrored my brother.,My brother was mirrored by your friend.,mirrored,Estimation,friend,brother,1,-31.78734588623047,-36.77787780761719,4.990531921386719
18,B,2,The character matched the author.,The author was matched by the character.,matched,Estimation,author,character,1,-32.67222595214844,-39.203208923339844,6.530982971191406
18,B,1,The character resembled the author.,The author was resembled by the character.,resembled,Estimation,author,character,0,-35.11194610595703,-46.00361633300781,10.891670227050781
19,B,2,Her son approximated her father.,Her father was approximated by her son.,approximated,Estimation,son,father,1,-35.130706787109375,-32.54008483886719,-2.5906219482421875
19,B,1,Her son mirrored her father.,Her father was mirrored by her son.,mirrored,Estimation,son,father,1,-27.123977661132812,-28.104881286621094,0.9809036254882812
20,B,2,The copy matched the original.,The original was matched by the copy.,matched,Estimation,copy,original,1,-28.711639404296875,-41.720611572265625,13.00897216796875
20,B,1,The copy mirrored the original.,The original was mirrored by the copy.,mirrored,Estimation,copy,original,1,-30.621448516845703,-41.818443298339844,11.19699478149414
21,B,2,The journey lasted three days.,Three days were lasted by the journey.,lasted,Duration,journey,days,0,-22.10799789428711,-41.97173309326172,19.86373519897461
21,B,1,The journey took three days.,Three days were taken by the journey.,took,Duration,journey,days,0,-21.109397888183594,-32.991676330566406,11.882278442382812
22,B,2,My meeting required two hours.,Two hours was required by my meeting.,required,Duration,meeting,hours,1,-32.348350524902344,-41.1119270324707,8.76357650756836
23,B,1,The interview lasted some time.,Some time was lasted by the interview.,lasted,Duration,interview,time,0,-22.505144119262695,-45.31193542480469,22.806791305541992
23,B,2,The interview took some time.,Some time was taken by the interview.,took,Duration,interview,time,0,-24.39755630493164,-33.721744537353516,9.324188232421875
24,B,1,Her speech required seventeen minutes.,Seventeen minutes was required by her speech.,required,Duration,speech,minutes,1,-37.15462875366211,-49.24128723144531,12.086658477783203
25,B,2,His trek lasted a month.,A month was lasted by his trek.,lasted,Duration,trek,month,0,-28.249156951904297,-52.37379455566406,24.124637603759766
25,B,1,His trek took a month.,A month was taken by his trek.,took,Duration,trek,month,0,-28.173912048339844,-44.88449478149414,16.710582733154297
26,B,2,A boy hit my bag.,My bag was hit by a boy.,hit,Agent-patient,a boy,my bag,1,-29.90302085876465,-30.206768035888672,0.30374717712402344
26,B,1,A monkey hit the toy.,The toy was hit by a monkey.,hit,Agent-patient,a monkey,the toy,1,-32.247772216796875,-34.658634185791016,2.4108619689941406
27,B,2,A boy pushed the cup.,The cup was pushed by a boy.,pushed,Agent-patient,a boy,the cup,1,-33.775081634521484,-36.38298797607422,2.6079063415527344
27,B,1,A child pushed the bag.,The bag was pushed by a child.,pushed,Agent-patient,a child,the bag,1,-31.312114715576172,-34.513248443603516,3.2011337280273438
27,B,2,Your sister pushed your friend.,Your friend was pushed by your sister.,pushed,Agent-patient,your sister,your friend,1,-29.67369842529297,-31.785078048706055,2.111379623413086
28,B,1,My brother washed my plate.,My plate was washed by my brother.,washed,Agent-patient,my brother,my plate,1,-33.555931091308594,-33.903541564941406,0.3476104736328125
28,B,2,Your mother washed my toy.,My toy was washed by your mother.,washed,Agent-patient,your mother,my toy,1,-34.31747817993164,-41.718353271484375,7.400875091552734
29,B,1,A boy dropped the cup.,The cup was dropped by a boy.,dropped,Agent-patient,a boy,the cup,1,-31.743494033813477,-32.54612731933594,0.8026332855224609
29,B,2,A child dropped the bag.,The bag was dropped by a child.,dropped,Agent-patient,a child,the bag,1,-32.39483642578125,-30.234878540039062,-2.1599578857421875
29,B,1,Your sister dropped a book.,A book was dropped by your sister.,dropped,Agent-patient,your sister,a book,1,-27.5347900390625,-39.00384521484375,11.46905517578125
30,B,2,My brother carried your friend.,Your friend was carried by my brother.,carried,Agent-patient,my brother,your friend,1,-33.704132080078125,-33.08713912963867,-0.6169929504394531
30,B,1,The dog carried the toy.,The toy was carried by the dog.,carried,Agent-patient,the dog,the toy,1,-29.202030181884766,-35.19480895996094,5.992778778076172
30,B,2,The donkey carried the load.,The load was carried by the donkey.,carried,Agent-patient,the donkey,the load,1,-34.367027282714844,-38.82187271118164,4.454845428466797
31,B,1,A boy saw my bag.,My bag was seen by a boy.,saw,Experiencer-theme,a boy,my bag,1,-31.90043067932129,-33.200469970703125,1.300039291381836
31,B,2,The child saw a monkey.,A monkey was seen by the child.,saw,Experiencer-theme,the child,a monkey,1,-31.571983337402344,-33.685585021972656,2.1136016845703125
32,B,1,My brother heard your friend.,Your friend was heard by my brother.,heard,Experiencer-theme,my brother,your friend,1,-27.562387466430664,-33.05278396606445,5.490396499633789
32,B,2,Your dog heard the toy.,The toy was heard by your dog.,heard,Experiencer-theme,your dog,the toy,1,-31.644350051879883,-42.8576774597168,11.213327407836914
32,B,1,Your sister heard a squeak.,A squeak was heard by your sister.,heard,Experiencer-theme,your sister,a squeak,1,-31.36876678466797,-42.89899444580078,11.530227661132812
33,B,2,A boy knew my mother.,My mother was known by a boy.,knew,Experiencer-theme,a boy,my mother,1,-27.92812728881836,-33.326656341552734,5.398529052734375
33,B,1,The mother knew the dog.,The dog was known by the mother.,knew,Experiencer-theme,the mother,the dog,1,-28.627086639404297,-36.54140090942383,7.914314270019531
34,B,2,My brother liked your friend.,Your friend was liked by my brother.,liked,Experiencer-theme,my brother,your friend,1,-28.64970588684082,-28.415395736694336,-0.23431015014648438
34,B,1,Your dog liked the toy.,The toy was liked by your dog.,liked,Experiencer-theme,your dog,the toy,1,-28.960216522216797,-38.75205993652344,9.79184341430664
34,B,2,Your sister liked a book.,A book was liked by your sister.,liked,Experiencer-theme,your sister,a book,1,-27.17306900024414,-39.14746856689453,11.97439956665039
35,B,1,A boy remembered the game.,The game was remembered by a boy.,remembered,Experiencer-theme,a boy,the game,1,-30.687570571899414,-35.275108337402344,4.58753776550293
35,B,2,The child remembered the rules.,The rules were remembered by the child.,remembered,Experiencer-theme,the child,the rules,1,-31.02684783935547,-40.543739318847656,9.516891479492188
