frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-30.858909606933594,-44.564353942871094,13.7054443359375
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-35.378807067871094,-45.56772994995117,10.188922882080078
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-34.527252197265625,-38.73194885253906,4.2046966552734375
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-31.40497589111328,-36.94145202636719,5.536476135253906
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-41.509918212890625,-44.585540771484375,3.07562255859375
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-34.02430725097656,-38.49479675292969,4.470489501953125
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-40.766273498535156,-43.5518684387207,2.785594940185547
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-37.31482696533203,-42.7677001953125,5.452873229980469
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-36.26582336425781,-49.176273345947266,12.910449981689453
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-36.395076751708984,-45.62319564819336,9.228118896484375
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-44.796329498291016,-41.27275848388672,-3.523571014404297
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-41.43280029296875,-34.94378662109375,-6.489013671875
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-46.64403533935547,-39.80571365356445,-6.838321685791016
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-41.58000183105469,-35.792755126953125,-5.7872467041015625
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-31.952411651611328,-37.13032531738281,5.177913665771484
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-31.44764518737793,-39.826419830322266,8.378774642944336
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-41.21781921386719,-46.33475875854492,5.116939544677734
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-34.210487365722656,-39.80258560180664,5.592098236083984
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-23.36904525756836,-28.6275634765625,5.258518218994141
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-27.33763885498047,-31.116525650024414,3.7788867950439453
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-39.001121520996094,-47.2978401184082,8.29671859741211
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-38.8853645324707,-45.44231033325195,6.55694580078125
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-28.19817352294922,-37.033512115478516,8.835338592529297
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-21.328048706054688,-49.99633026123047,28.66828155517578
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-25.173477172851562,-40.42310333251953,15.249626159667969
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-29.60224151611328,-40.14239501953125,10.540153503417969
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-25.79621696472168,-56.038169860839844,30.241952896118164
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-29.234527587890625,-52.510833740234375,23.27630615234375
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-33.415794372558594,-48.52073669433594,15.104942321777344
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-33.284751892089844,-32.329734802246094,-0.95501708984375
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-26.390871047973633,-42.57448196411133,16.183610916137695
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-27.758886337280273,-30.026813507080078,2.2679271697998047
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-30.787342071533203,-35.4571533203125,4.669811248779297
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-37.73480224609375,-35.14253234863281,-2.5922698974609375
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-32.56755828857422,-34.31790542602539,1.7503471374511719
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-33.44011306762695,-32.826377868652344,-0.6137351989746094
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-31.75713348388672,-38.866600036621094,7.109466552734375
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-31.480350494384766,-34.22230911254883,2.7419586181640625
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-38.54203414916992,-33.19008255004883,-5.351951599121094
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-32.64714050292969,-30.545568466186523,-2.101572036743164
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-25.963590621948242,-36.476539611816406,10.512948989868164
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-29.406200408935547,-32.731666564941406,3.3254661560058594
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-27.213468551635742,-40.34762191772461,13.134153366088867
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-28.03432846069336,-42.6412467956543,14.606918334960938
32,A,1,A boy heard the sound.,The sound was heard by a boy.,heard,Experiencer-theme,a boy,the sound,1,-25.604991912841797,-32.276432037353516,6.671440124511719
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-31.447620391845703,-37.33924865722656,5.891628265380859
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-33.062259674072266,-32.3556022644043,-0.7066574096679688
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-29.380386352539062,-37.247314453125,7.8669281005859375
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-27.357202529907227,-36.41461181640625,9.057409286499023
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-29.052331924438477,-31.270416259765625,2.2180843353271484
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-34.364601135253906,-34.34619903564453,-0.018402099609375
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-33.28666687011719,-32.40131759643555,-0.8853492736816406
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-36.8189811706543,-41.52307891845703,4.704097747802734
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-30.73625373840332,-42.72690963745117,11.990655899047852
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-30.506986618041992,-38.42716979980469,7.920183181762695
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-33.17216491699219,-42.568023681640625,9.395858764648438
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-38.40129470825195,-38.84125518798828,0.4399604797363281
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-43.075843811035156,-42.61867141723633,-0.4571723937988281
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-31.162940979003906,-31.289081573486328,0.12614059448242188
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-32.837135314941406,-33.586334228515625,0.7491989135742188
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-31.71308135986328,-31.362655639648438,-0.35042572021484375
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-37.782142639160156,-32.864501953125,-4.917640686035156
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-33.957054138183594,-27.17414093017578,-6.7829132080078125
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-35.55976867675781,-32.38887023925781,-3.1708984375
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-40.89970397949219,-48.397315979003906,7.497611999511719
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-26.77105140686035,-44.5162353515625,17.74518394470215
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-35.556678771972656,-42.79967498779297,7.2429962158203125
8,B,2,The tickets earned a lot of money.,A lot of money was earned by the tickets.,earned,Price,initiative,money,1,-37.04576873779297,-35.71042251586914,-1.3353462219238281
9,B,1,Your book cost thirty dollars.,Thirty dollars was cost by your book.,cost,Price,book,dollars,0,-30.14657974243164,-41.823997497558594,11.677417755126953
9,B,2,Your book fetched thirty dollars.,Thirty dollars was fetched by your book.,fetched,Price,book,dollars,1,-38.49220275878906,-43.82154083251953,5.329338073730469
10,B,1,His actions earned the medal.,The medal was earned by his actions.,earned,Price,actions,medal,1,-28.916980743408203,-37.19813919067383,8.281158447265625
11,B,2,My friend discharged confidence.,Confidence was discharged by my friend.,discharged,Ooze,friend,confidence,1,-32.98257827758789,-36.77784729003906,3.795269012451172
11,B,1,My friend emitted confidence.,Confidence was emitted by my friend.,emitted,Ooze,friend,confidence,1,-36.65485382080078,-37.17610168457031,0.5212478637695312
12,B,2,The lightbulb emanated some light.,Some light was emanated by the lightbulb.,emanated,Ooze,lightbulb,light,0,-37.353641510009766,-46.5507926940918,9.197151184082031
12,B,1,The lightbulb radiated some light.,Some light was radiated by the lightbulb.,radiated,Ooze,lightbulb,light,0,-38.539642333984375,-45.335914611816406,6.796272277832031
13,B,2,That machine discharged a sound.,A sound was discharged by that machine.,discharged,Ooze,machine,sound,1,-39.61579513549805,-44.82168960571289,5.205894470214844
13,B,1,That machine emitted a sound.,A sound was emitted by that machine.,emitted,Ooze,machine,sound,1,-34.54280090332031,-34.4341926574707,-0.10860824584960938
14,B,2,The teacher emanated wisdom.,Wisdom was emanated by the teacher.,emanated,Ooze,teacher,wisdom,0,-34.658531188964844,-49.09606170654297,14.437530517578125
14,B,1,The teacher radiated wisdom.,Wisdom was radiated by the teacher.,radiated,Ooze,teacher,wisdom,0,-36.106964111328125,-47.431243896484375,11.32427978515625
15,B,2,The trash discharged an odor.,An odor was discharged by the trash.,discharged,Ooze,trash,odor,1,-44.51870346069336,-40.82867431640625,-3.6900291442871094
15,B,1,The trash radiated an odor.,An odor was radiated by the trash.,radiated,Ooze,trash,odor,0,-41.484554290771484,-38.46842956542969,-3.016124725341797
16,B,2,Your drawing matched her likeness.,Her likeness was matched by the drawing.,matched,Estimation,drawing,likeness,1,-39.912452697753906,-36.83489990234375,-3.0775527954101562
16,B,1,Your drawing resembled her likeness.,Her likeness was resembled by the drawing.,resembled,Estimation,drawing,likeness,0,-44.19966506958008,-42.29579162597656,-1.9038734436035156
17,B,2,Your friend approximated my brother.,My brother was approximated by your friend.,approximated,Estimation,friend,brother,1,-40.32069778442383,-45.68580627441406,5.365108489990234
17,B,1,Your friend mirrored my brother.,My brother was mirrored by your friend.,mirrored,Estimation,friend,brother,1,-34.130455017089844,-39.72897720336914,5.598522186279297
18,B,2,The character matched the author.,The author was matched by the character.,matched,Estimation,author,character,1,-33.327598571777344,-38.73634338378906,5.408744812011719
18,B,1,The character resembled the author.,The author was resembled by the character.,resembled,Estimation,author,character,0,-35.83793640136719,-42.734474182128906,6.896537780761719
19,B,2,Her son approximated her father.,Her father was approximated by her son.,approximated,Estimation,son,father,1,-31.513078689575195,-36.56732177734375,5.054243087768555
19,B,1,Her son mirrored her father.,Her father was mirrored by her son.,mirrored,Estimation,son,father,1,-25.737430572509766,-29.561752319335938,3.824321746826172
20,B,2,The copy matched the original.,The original was matched by the copy.,matched,Estimation,copy,original,1,-30.028087615966797,-40.1772575378418,10.149169921875
20,B,1,The copy mirrored the original.,The original was mirrored by the copy.,mirrored,Estimation,copy,original,1,-34.75846481323242,-40.988563537597656,6.230098724365234
21,B,2,The journey lasted three days.,Three days were lasted by the journey.,lasted,Duration,journey,days,0,-20.441165924072266,-41.18174362182617,20.740577697753906
21,B,1,The journey took three days.,Three days were taken by the journey.,took,Duration,journey,days,0,-19.35260581970215,-33.011207580566406,13.658601760864258
22,B,2,My meeting required two hours.,Two hours was required by my meeting.,required,Duration,meeting,hours,1,-28.686935424804688,-41.71791076660156,13.030975341796875
23,B,1,The interview lasted some time.,Some time was lasted by the interview.,lasted,Duration,interview,time,0,-21.55643081665039,-48.09016036987305,26.533729553222656
23,B,2,The interview took some time.,Some time was taken by the interview.,took,Duration,interview,time,0,-23.933910369873047,-37.203887939453125,13.269977569580078
24,B,1,Her speech required seventeen minutes.,Seventeen minutes was required by her speech.,required,Duration,speech,minutes,1,-32.50794982910156,-55.750308990478516,23.242359161376953
25,B,2,His trek lasted a month.,A month was lasted by his trek.,lasted,Duration,trek,month,0,-27.272777557373047,-54.35794448852539,27.085166931152344
25,B,1,His trek took a month.,A month was taken by his trek.,took,Duration,trek,month,0,-27.77476692199707,-47.04096221923828,19.26619529724121
26,B,2,A boy hit my bag.,My bag was hit by a boy.,hit,Agent-patient,a boy,my bag,1,-31.575504302978516,-31.886701583862305,0.31119728088378906
26,B,1,A monkey hit the toy.,The toy was hit by a monkey.,hit,Agent-patient,a monkey,the toy,1,-31.638959884643555,-33.28572082519531,1.6467609405517578
27,B,2,A boy pushed the cup.,The cup was pushed by a boy.,pushed,Agent-patient,a boy,the cup,1,-32.9190673828125,-34.7103385925293,1.7912712097167969
27,B,1,A child pushed the bag.,The bag was pushed by a child.,pushed,Agent-patient,a child,the bag,1,-32.15911102294922,-32.660037994384766,0.5009269714355469
27,B,2,Your sister pushed your friend.,Your friend was pushed by your sister.,pushed,Agent-patient,your sister,your friend,1,-31.295654296875,-33.52934265136719,2.2336883544921875
28,B,1,My brother washed my plate.,My plate was washed by my brother.,washed,Agent-patient,my brother,my plate,1,-35.405487060546875,-37.792137145996094,2.3866500854492188
28,B,2,Your mother washed my toy.,My toy was washed by your mother.,washed,Agent-patient,your mother,my toy,1,-36.70486068725586,-38.65522766113281,1.9503669738769531
29,B,1,A boy dropped the cup.,The cup was dropped by a boy.,dropped,Agent-patient,a boy,the cup,1,-32.40810012817383,-31.931467056274414,-0.47663307189941406
29,B,2,A child dropped the bag.,The bag was dropped by a child.,dropped,Agent-patient,a child,the bag,1,-32.62514114379883,-30.505901336669922,-2.1192398071289062
29,B,1,Your sister dropped a book.,A book was dropped by your sister.,dropped,Agent-patient,your sister,a book,1,-26.03436279296875,-38.71308898925781,12.678726196289062
30,B,2,My brother carried your friend.,Your friend was carried by my brother.,carried,Agent-patient,my brother,your friend,1,-34.966758728027344,-32.268341064453125,-2.6984176635742188
30,B,1,The dog carried the toy.,The toy was carried by the dog.,carried,Agent-patient,the dog,the toy,1,-26.539493560791016,-35.59061813354492,9.051124572753906
30,B,2,The donkey carried the load.,The load was carried by the donkey.,carried,Agent-patient,the donkey,the load,1,-34.4063720703125,-37.32803726196289,2.9216651916503906
31,B,1,A boy saw my bag.,My bag was seen by a boy.,saw,Experiencer-theme,a boy,my bag,1,-34.04364776611328,-35.3143196105957,1.2706718444824219
31,B,2,The child saw a monkey.,A monkey was seen by the child.,saw,Experiencer-theme,the child,a monkey,1,-32.79167556762695,-33.07954025268555,0.28786468505859375
32,B,1,My brother heard your friend.,Your friend was heard by my brother.,heard,Experiencer-theme,my brother,your friend,1,-32.73930358886719,-31.80322265625,-0.9360809326171875
32,B,2,Your dog heard the toy.,The toy was heard by your dog.,heard,Experiencer-theme,your dog,the toy,1,-30.415401458740234,-42.652950286865234,12.237548828125
32,B,1,Your sister heard a squeak.,A squeak was heard by your sister.,heard,Experiencer-theme,your sister,a squeak,1,-32.27134704589844,-41.782711029052734,9.511363983154297
33,B,2,A boy knew my mother.,My mother was known by a boy.,knew,Experiencer-theme,a boy,my mother,1,-29.731552124023438,-35.10792922973633,5.376377105712891
33,B,1,The mother knew the dog.,The dog was known by the mother.,knew,Experiencer-theme,the mother,the dog,1,-30.771360397338867,-33.8144416809082,3.043081283569336
34,B,2,My brother liked your friend.,Your friend was liked by my brother.,liked,Experiencer-theme,my brother,your friend,1,-32.85828399658203,-30.927658081054688,-1.9306259155273438
34,B,1,Your dog liked the toy.,The toy was liked by your dog.,liked,Experiencer-theme,your dog,the toy,1,-29.424331665039062,-39.3666877746582,9.94235610961914
34,B,2,Your sister liked a book.,A book was liked by your sister.,liked,Experiencer-theme,your sister,a book,1,-27.291597366333008,-39.731605529785156,12.440008163452148
35,B,1,A boy remembered the game.,The game was remembered by a boy.,remembered,Experiencer-theme,a boy,the game,1,-28.972026824951172,-34.60713577270508,5.635108947753906
35,B,2,The child remembered the rules.,The rules were remembered by the child.,remembered,Experiencer-theme,the child,the rules,1,-33.91421890258789,-41.69534683227539,7.7811279296875
