frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-34.2910041809082,-35.049400329589844,0.7583961486816406
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-34.22411346435547,-38.62931823730469,4.405204772949219
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-30.681867599487305,-33.28819274902344,2.606325149536133
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-38.579856872558594,-36.963748931884766,-1.6161079406738281
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-32.499385833740234,-30.328914642333984,-2.17047119140625
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-23.485122680664062,-36.451324462890625,12.966201782226562
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-28.280677795410156,-31.76910400390625,3.4884262084960938
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-26.371604919433594,-42.59823989868164,16.226634979248047
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-28.151123046875,-37.385215759277344,9.234092712402344
32,A,1,A boy heard the sound.,The sound was heard by a boy.,heard,Experiencer-theme,a boy,the sound,1,-25.004383087158203,-34.0401496887207,9.0357666015625
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-33.008445739746094,-35.83720397949219,2.8287582397460938
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-30.548797607421875,-31.855316162109375,1.3065185546875
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-29.00796890258789,-37.20159149169922,8.193622589111328
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-24.183969497680664,-33.81300354003906,9.629034042358398
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-26.70894432067871,-34.27223587036133,7.563291549682617
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-35.73163986206055,-36.48643493652344,0.7547950744628906
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-33.04106140136719,-34.04275894165039,1.0016975402832031
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-38.51570129394531,-42.366188049316406,3.8504867553710938
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-31.745073318481445,-41.35068893432617,9.605615615844727
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-28.821979522705078,-38.29377365112305,9.471794128417969
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-34.24668884277344,-43.50345993041992,9.256771087646484
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-35.3902473449707,-36.572505950927734,1.1822586059570312
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-40.384918212890625,-40.48183822631836,0.09692001342773438
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-30.969478607177734,-30.013092041015625,-0.9563865661621094
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-31.54956817626953,-33.296016693115234,1.7464485168457031
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-33.33381271362305,-31.75623321533203,-1.5775794982910156
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-40.87914276123047,-33.61189270019531,-7.267250061035156
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-34.386714935302734,-28.84047508239746,-5.546239852905273
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-39.11417770385742,-34.249305725097656,-4.864871978759766
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-43.32761001586914,-42.840232849121094,-0.4873771667480469
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-26.018089294433594,-44.12701416015625,18.108924865722656
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-33.289337158203125,-41.77936553955078,8.490028381347656
8,B,2,The tickets earned a lot of money.,A lot of money was earned by the tickets.,earned,Price,initiative,money,1,-32.91294860839844,-33.342552185058594,0.42960357666015625
9,B,1,Your book cost thirty dollars.,Thirty dollars was cost by your book.,cost,Price,book,dollars,0,-27.714950561523438,-46.31471633911133,18.59976577758789
9,B,2,Your book fetched thirty dollars.,Thirty dollars was fetched by your book.,fetched,Price,book,dollars,1,-36.518287658691406,-43.576568603515625,7.058280944824219
10,B,1,His actions earned the medal.,The medal was earned by his actions.,earned,Price,actions,medal,1,-27.364587783813477,-34.472591400146484,7.108003616333008
11,B,2,My friend discharged confidence.,Confidence was discharged by my friend.,discharged,Ooze,friend,confidence,1,-35.48118209838867,-38.21505355834961,2.7338714599609375
11,B,1,My friend emitted confidence.,Confidence was emitted by my friend.,emitted,Ooze,friend,confidence,1,-37.08072280883789,-39.609039306640625,2.5283164978027344
12,B,2,The lightbulb emanated some light.,Some light was emanated by the lightbulb.,emanated,Ooze,lightbulb,light,0,-50.82098388671875,-42.4631233215332,-8.357860565185547
12,B,1,The lightbulb radiated some light.,Some light was radiated by the lightbulb.,radiated,Ooze,lightbulb,light,0,-40.600406646728516,-42.47440719604492,1.8740005493164062
13,B,2,That machine discharged a sound.,A sound was discharged by that machine.,discharged,Ooze,machine,sound,1,-40.267032623291016,-45.14655685424805,4.879524230957031
13,B,1,That machine emitted a sound.,A sound was emitted by that machine.,emitted,Ooze,machine,sound,1,-33.150047302246094,-39.998634338378906,6.8485870361328125
14,B,2,The teacher emanated wisdom.,Wisdom was emanated by the teacher.,emanated,Ooze,teacher,wisdom,0,-38.88481521606445,-43.94486999511719,5.060054779052734
14,B,1,The teacher radiated wisdom.,Wisdom was radiated by the teacher.,radiated,Ooze,teacher,wisdom,0,-35.75080108642578,-44.63453674316406,8.883735656738281
15,B,2,The trash discharged an odor.,An odor was discharged by the trash.,discharged,Ooze,trash,odor,1,-46.43613052368164,-39.78868865966797,-6.647441864013672
15,B,1,The trash radiated an odor.,An odor was radiated by the trash.,radiated,Ooze,trash,odor,0,-43.858665466308594,-40.707855224609375,-3.1508102416992188
16,B,2,Your drawing matched her likeness.,Her likeness was matched by the drawing.,matched,Estimation,drawing,likeness,1,-36.44044494628906,-36.418087005615234,-0.022357940673828125
16,B,1,Your drawing resembled her likeness.,Her likeness was resembled by the drawing.,resembled,Estimation,drawing,likeness,0,-38.53523635864258,-41.96111297607422,3.4258766174316406
17,B,2,Your friend approximated my brother.,My brother was approximated by your friend.,approximated,Estimation,friend,brother,1,-34.608009338378906,-41.39077377319336,6.782764434814453
17,B,1,Your friend mirrored my brother.,My brother was mirrored by your friend.,mirrored,Estimation,friend,brother,1,-32.2682991027832,-38.225738525390625,5.957439422607422
18,B,2,The character matched the author.,The author was matched by the character.,matched,Estimation,author,character,1,-35.24947738647461,-39.742515563964844,4.493038177490234
18,B,1,The character resembled the author.,The author was resembled by the character.,resembled,Estimation,author,character,0,-33.60916519165039,-38.45404815673828,4.844882965087891
19,B,2,Her son approximated her father.,Her father was approximated by her son.,approximated,Estimation,son,father,1,-29.726383209228516,-32.50524139404297,2.778858184814453
19,B,1,Her son mirrored her father.,Her father was mirrored by her son.,mirrored,Estimation,son,father,1,-30.46225929260254,-31.37605094909668,0.9137916564941406
20,B,2,The copy matched the original.,The original was matched by the copy.,matched,Estimation,copy,original,1,-27.16294288635254,-40.22968292236328,13.066740036010742
20,B,1,The copy mirrored the original.,The original was mirrored by the copy.,mirrored,Estimation,copy,original,1,-32.27875900268555,-40.55350112915039,8.274742126464844
21,B,2,The journey lasted three days.,Three days were lasted by the journey.,lasted,Duration,journey,days,0,-21.34366226196289,-39.39910125732422,18.055438995361328
21,B,1,The journey took three days.,Three days were taken by the journey.,took,Duration,journey,days,0,-18.066680908203125,-32.57707214355469,14.510391235351562
22,B,2,My meeting required two hours.,Two hours was required by my meeting.,required,Duration,meeting,hours,1,-31.83306884765625,-44.399940490722656,12.566871643066406
23,B,1,The interview lasted some time.,Some time was lasted by the interview.,lasted,Duration,interview,time,0,-27.623214721679688,-43.102516174316406,15.479301452636719
23,B,2,The interview took some time.,Some time was taken by the interview.,took,Duration,interview,time,0,-21.802955627441406,-37.74380111694336,15.940845489501953
24,B,1,Her speech required seventeen minutes.,Seventeen minutes was required by her speech.,required,Duration,speech,minutes,1,-30.77930450439453,-48.350120544433594,17.570816040039062
25,B,2,His trek lasted a month.,A month was lasted by his trek.,lasted,Duration,trek,month,0,-26.822246551513672,-48.236351013183594,21.414104461669922
25,B,1,His trek took a month.,A month was taken by his trek.,took,Duration,trek,month,0,-24.05313491821289,-42.90739059448242,18.85425567626953
26,B,2,A boy hit my bag.,My bag was hit by a boy.,hit,Agent-patient,a boy,my bag,1,-34.142112731933594,-33.03218078613281,-1.1099319458007812
26,B,1,A monkey hit the toy.,The toy was hit by a monkey.,hit,Agent-patient,a monkey,the toy,1,-31.426130294799805,-34.63869094848633,3.2125606536865234
27,B,2,A boy pushed the cup.,The cup was pushed by a boy.,pushed,Agent-patient,a boy,the cup,1,-33.402976989746094,-33.95997619628906,0.5569992065429688
27,B,1,A child pushed the bag.,The bag was pushed by a child.,pushed,Agent-patient,a child,the bag,1,-33.48164367675781,-32.216854095458984,-1.2647895812988281
27,B,2,Your sister pushed your friend.,Your friend was pushed by your sister.,pushed,Agent-patient,your sister,your friend,1,-31.757770538330078,-30.968568801879883,-0.7892017364501953
28,B,1,My brother washed my plate.,My plate was washed by my brother.,washed,Agent-patient,my brother,my plate,1,-34.57933807373047,-32.76358413696289,-1.8157539367675781
28,B,2,Your mother washed my toy.,My toy was washed by your mother.,washed,Agent-patient,your mother,my toy,1,-34.638267517089844,-39.71986770629883,5.081600189208984
29,B,1,A boy dropped the cup.,The cup was dropped by a boy.,dropped,Agent-patient,a boy,the cup,1,-30.200790405273438,-34.54913330078125,4.3483428955078125
29,B,2,A child dropped the bag.,The bag was dropped by a child.,dropped,Agent-patient,a child,the bag,1,-32.323753356933594,-33.96637725830078,1.6426239013671875
29,B,1,Your sister dropped a book.,A book was dropped by your sister.,dropped,Agent-patient,your sister,a book,1,-28.3023681640625,-41.43256378173828,13.130195617675781
30,B,2,My brother carried your friend.,Your friend was carried by my brother.,carried,Agent-patient,my brother,your friend,1,-34.298622131347656,-30.767105102539062,-3.5315170288085938
30,B,1,The dog carried the toy.,The toy was carried by the dog.,carried,Agent-patient,the dog,the toy,1,-26.999439239501953,-35.72660827636719,8.727169036865234
30,B,2,The donkey carried the load.,The load was carried by the donkey.,carried,Agent-patient,the donkey,the load,1,-30.386930465698242,-34.193756103515625,3.806825637817383
31,B,1,A boy saw my bag.,My bag was seen by a boy.,saw,Experiencer-theme,a boy,my bag,1,-31.228580474853516,-33.175960540771484,1.9473800659179688
31,B,2,The child saw a monkey.,A monkey was seen by the child.,saw,Experiencer-theme,the child,a monkey,1,-27.762588500976562,-32.58380126953125,4.8212127685546875
32,B,1,My brother heard your friend.,Your friend was heard by my brother.,heard,Experiencer-theme,my brother,your friend,1,-33.91438293457031,-34.625762939453125,0.7113800048828125
32,B,2,Your dog heard the toy.,The toy was heard by your dog.,heard,Experiencer-theme,your dog,the toy,1,-31.2620849609375,-44.992340087890625,13.730255126953125
32,B,1,Your sister heard a squeak.,A squeak was heard by your sister.,heard,Experiencer-theme,your sister,a squeak,1,-29.906024932861328,-41.53815841674805,11.632133483886719
33,B,2,A boy knew my mother.,My mother was known by a boy.,knew,Experiencer-theme,a boy,my mother,1,-25.597206115722656,-33.25538635253906,7.658180236816406
33,B,1,The mother knew the dog.,The dog was known by the mother.,knew,Experiencer-theme,the mother,the dog,1,-27.646787643432617,-32.120540618896484,4.473752975463867
34,B,2,My brother liked your friend.,Your friend was liked by my brother.,liked,Experiencer-theme,my brother,your friend,1,-32.46099090576172,-32.24522018432617,-0.21577072143554688
34,B,1,Your dog liked the toy.,The toy was liked by your dog.,liked,Experiencer-theme,your dog,the toy,1,-30.072927474975586,-42.41181945800781,12.338891983032227
34,B,2,Your sister liked a book.,A book was liked by your sister.,liked,Experiencer-theme,your sister,a book,1,-29.044273376464844,-40.85033416748047,11.806060791015625
35,B,1,A boy remembered the game.,The game was remembered by a boy.,remembered,Experiencer-theme,a boy,the game,1,-29.281206130981445,-35.48682403564453,6.205617904663086
35,B,2,The child remembered the rules.,The rules were remembered by the child.,remembered,Experiencer-theme,the child,the rules,1,-34.717899322509766,-38.33929443359375,3.6213951110839844
